idade,tempo_associado_anos,renda_mensal,valor_operacao,prazo_meses,comprometimento_renda,score_bureau,atrasos_12m,possui_garantia,canal_digital,qtd_operacoes_ativas,risco_alto
56.7,9.21,3328.76,13053.63,59,0.065,885.0,1,0,1,2,0
61.0,4.14,3573.77,7520.59,39,0.053,750.0,0,1,1,1,0
47.9,13.4,2966.4,16566.92,17,0.31,664.0,1,1,0,4,0
53.7,0.22,2610.18,2892.71,43,0.025,487.0,0,0,1,5,0
56.9,0.1,2715.49,1540.42,19,0.028,676.0,0,1,1,5,0
55.6,1.52,13085.35,12003.74,47,0.019,555.0,1,0,0,0,0
49.4,0.17,2156.2,3277.67,76,0.02,846.0,1,0,1,4,0
49.2,8.06,2423.86,7640.54,21,0.143,457.0,1,1,0,1,1
48.2,6.58,20163.31,9024.19,15,0.028,696.0,2,0,0,1,0
28.8,2.66,4152.88,10130.52,63,0.038,545.0,1,0,0,2,0
50.4,1.0,1542.27,18845.18,7,1.5,649.0,1,1,1,3,1
25.7,4.03,5236.86,17134.82,82,0.039,730.0,2,0,1,3,0
32.5,4.09,1997.15,9657.6,66,0.072,773.0,0,0,0,1,0
57.6,8.01,5431.57,5443.55,37,0.026,643.0,1,0,0,0,0
52.1,1.05,2933.56,8928.34,34,0.087,741.0,0,0,1,1,0
59.8,6.87,2586.63,4738.19,36,0.05,571.0,1,0,1,4,0
38.7,5.85,7982.77,6790.05,36,0.023,679.0,0,0,1,1,0
28.2,2.85,4498.6,85507.22,71,0.264,770.0,0,1,1,3,0
39.1,0.26,5625.94,9546.89,68,0.025,690.0,0,0,0,4,0
43.2,0.62,4184.76,12151.65,21,0.132,586.0,1,0,0,1,1
42.9,0.56,2580.03,4294.4,20,0.079,617.0,0,0,1,3,0
55.6,3.94,4611.21,20293.71,48,0.09,772.0,1,0,0,4,0
37.7,9.63,6406.5,16062.54,56,0.044,519.0,1,1,0,3,0
46.2,5.43,3547.88,16165.22,62,0.072,537.0,0,0,0,2,0
30.1,1.36,8874.2,9832.04,30,0.036,722.0,1,0,0,1,0
47.4,4.75,5259.38,20553.18,43,0.089,597.0,1,0,1,2,0
42.0,5.73,3701.86,25451.16,14,0.458,476.0,0,0,0,1,0
33.0,20.22,3783.17,10454.51,41,0.066,812.0,0,0,1,1,0
39.2,0.26,3552.76,7308.91,59,0.034,518.0,0,0,1,1,0
39.8,4.14,1655.43,18126.2,29,0.365,626.0,0,0,0,3,0
38.8,11.1,3135.24,3591.36,30,0.037,576.0,2,0,1,1,0
63.3,0.28,3720.65,4246.44,42,0.027,614.0,0,0,0,1,0
40.8,1.47,2620.59,7723.55,73,0.04,544.0,0,1,1,3,0
39.1,4.82,3966.83,1690.5,53,0.01,736.0,0,0,1,3,0
18.0,2.53,3333.3,17065.87,77,0.066,663.0,1,0,0,3,1
31.3,3.54,5041.86,3406.28,10,0.061,768.0,0,0,1,3,0
38.8,3.43,4744.36,5301.04,72,0.015,577.0,0,0,1,1,0
33.8,5.69,3611.7,6687.85,9,0.185,906.0,0,0,1,2,0
58.6,2.16,1553.14,8394.72,31,0.169,421.0,0,0,0,5,0
40.0,6.11,8821.06,5947.42,39,0.017,460.0,3,0,0,1,1
57.5,7.56,3047.14,7626.36,24,0.1,860.0,0,0,1,2,0
42.7,4.53,3151.12,7679.7,83,0.029,707.0,1,0,0,4,0
42.4,1.81,2728.79,5419.03,75,0.026,691.0,0,1,0,5,0
40.9,10.79,2518.39,4040.51,50,0.031,702.0,0,1,1,2,0
42.0,0.17,7701.97,21446.71,41,0.066,719.0,2,0,1,2,1
62.6,3.42,7060.88,1219.3,65,0.01,686.0,3,1,0,5,0
18.0,6.94,4206.63,6733.54,61,0.026,534.0,0,0,1,1,0
18.0,2.38,3105.33,5313.42,43,0.039,748.0,1,0,0,1,0
35.5,2.0,4630.94,11812.49,70,0.036,729.0,0,0,1,1,0
42.2,0.64,3430.94,2188.86,21,0.029,821.0,1,1,0,4,0
50.3,2.92,2967.21,5167.75,27,0.062,862.0,0,0,1,4,0
47.7,13.39,3967.77,7389.95,7,0.233,690.0,1,1,0,6,0
37.4,0.16,2584.7,21227.79,15,0.513,503.0,1,1,0,2,1
54.2,0.3,3784.79,10926.72,21,0.131,863.0,0,0,1,3,0
54.4,11.49,3686.09,2792.97,54,0.014,528.0,0,0,1,3,0
44.2,25.45,4589.91,5225.32,72,0.016,691.0,0,0,0,4,0
53.6,4.77,2343.67,17987.75,52,0.145,619.0,0,1,1,1,0
45.3,24.85,4868.66,2749.85,40,0.014,598.0,2,0,1,2,0
35.3,3.93,2001.25,7549.38,27,0.135,742.0,0,0,0,1,1
50.4,4.06,2404.48,8036.84,13,0.239,679.0,1,0,1,3,0
43.3,6.47,2462.89,5726.13,51,0.045,712.0,0,1,1,4,0
42.0,18.8,1826.89,91690.73,16,1.5,552.0,0,1,1,2,1
59.7,1.7,5759.55,5588.92,67,0.014,629.0,0,0,1,2,0
18.0,3.83,1933.37,12146.41,37,0.165,558.0,0,0,0,2,0
25.0,13.53,2243.06,4065.65,33,0.053,626.0,0,0,1,2,0
27.8,12.66,6571.35,13029.52,8,0.22,636.0,1,0,1,1,0
37.6,11.25,2407.1,17742.33,24,0.295,871.0,0,0,0,4,1
38.9,6.01,2970.61,4773.49,7,0.201,619.0,0,1,0,1,0
23.9,6.02,1888.21,7713.82,62,0.065,395.0,0,0,1,1,1
30.2,3.95,5208.9,3620.07,44,0.015,817.0,2,0,0,2,0
31.7,0.38,5248.54,2892.96,67,0.01,704.0,0,0,0,5,0
71.5,2.2,4946.42,20601.43,50,0.082,634.0,0,0,1,1,0
63.6,6.94,4427.73,4921.65,80,0.014,598.0,0,0,1,3,0
37.1,2.34,3430.54,923.11,67,0.01,536.0,0,1,0,2,0
37.6,1.69,2469.06,39688.65,17,0.893,883.0,1,0,1,1,0
28.2,0.11,2104.36,3936.76,15,0.117,656.0,0,0,1,2,0
19.1,8.25,6697.22,6491.6,75,0.013,441.0,0,0,0,2,0
40.6,3.89,5017.28,35483.24,26,0.262,689.0,0,0,1,2,0
30.0,2.42,2249.99,7132.61,65,0.048,795.0,0,1,1,2,0
41.0,5.51,3367.44,6995.32,55,0.037,669.0,2,1,1,1,0
22.8,0.88,2793.18,2682.88,60,0.016,542.0,0,1,0,2,0
32.9,10.49,1771.33,1860.59,26,0.039,531.0,0,1,0,3,0
43.8,4.19,3632.62,6976.15,30,0.062,540.0,0,1,1,2,1
46.4,10.05,2621.44,11232.07,49,0.086,833.0,1,0,1,3,0
47.0,0.12,1951.01,10667.67,7,0.683,641.0,2,0,0,1,0
26.2,0.94,1460.42,5254.63,30,0.116,449.0,3,1,0,2,0
52.3,0.56,1400.0,8252.17,45,0.128,696.0,1,0,0,2,0
32.4,1.31,2685.75,1550.78,21,0.026,667.0,0,0,1,1,0
49.6,6.17,3143.83,12260.65,28,0.134,596.0,1,1,1,1,0
41.9,0.62,2035.68,9369.97,82,0.055,528.0,0,0,1,3,0
25.5,15.44,4712.18,47872.42,28,0.35,522.0,0,0,0,1,0
38.2,4.85,3177.82,8157.82,76,0.033,780.0,0,0,0,1,0
46.4,7.72,4524.61,3468.92,78,0.01,680.0,0,0,1,1,0
49.4,15.69,2979.17,7741.49,58,0.044,707.0,0,0,0,1,0
40.3,2.17,2136.84,6032.88,17,0.157,679.0,0,0,0,0,0
60.4,6.1,3507.87,11982.91,22,0.149,689.0,1,0,0,2,0
54.1,0.4,1645.05,8301.59,78,0.064,594.0,1,0,1,3,0
38.9,0.28,4432.38,2607.24,6,0.084,625.0,2,0,1,2,0
51.0,3.34,1967.6,1859.07,45,0.021,790.0,0,0,0,0,0
65.2,5.25,5459.04,10266.25,52,0.035,820.0,1,0,1,2,0
65.5,6.19,2734.9,28135.94,71,0.143,503.0,1,0,1,2,0
27.3,9.93,5909.95,8702.91,75,0.019,625.0,1,1,1,1,0
30.9,8.39,1776.78,16847.67,28,0.327,751.0,0,0,1,2,0
59.8,4.39,2269.3,20161.46,45,0.193,876.0,1,1,1,2,0
29.3,3.22,4062.34,10302.2,55,0.045,864.0,0,1,0,3,0
26.1,2.44,6271.52,3893.09,81,0.01,555.0,0,0,0,2,0
36.2,0.1,8239.01,9660.27,49,0.023,803.0,1,0,1,1,0
47.0,5.74,3370.28,24013.36,15,0.445,657.0,0,0,0,0,0
40.8,9.66,9052.17,13054.67,78,0.018,775.0,1,0,0,1,0
34.2,7.4,2809.28,15889.61,45,0.123,745.0,3,1,0,0,1
33.9,2.12,6028.91,5343.89,19,0.044,498.0,0,1,0,0,0
33.5,3.17,1962.16,6753.94,20,0.164,716.0,1,1,0,1,0
31.4,2.35,4151.02,7281.89,21,0.08,771.0,0,1,0,1,0
69.4,2.97,1400.0,7737.21,62,0.088,648.0,0,1,1,1,0
45.6,3.97,1777.79,23182.72,80,0.161,620.0,0,1,0,5,0
52.6,0.48,4258.5,979.99,40,0.01,461.0,1,0,1,3,0
36.1,1.4,1600.64,8328.88,13,0.372,732.0,0,0,0,2,0
39.8,0.59,4166.46,7543.59,75,0.024,675.0,0,0,1,2,0
33.4,0.1,5423.8,2358.19,55,0.01,539.0,0,0,1,1,0
18.0,1.84,2500.57,14832.72,50,0.116,611.0,0,0,0,5,1
25.5,2.75,1933.48,4221.52,10,0.198,669.0,3,0,0,2,0
20.3,2.52,2538.17,5876.23,81,0.028,583.0,0,1,1,2,0
18.0,0.18,1936.82,42783.33,12,1.5,650.0,0,0,0,2,0
27.7,8.58,3116.08,20110.08,53,0.12,440.0,1,1,1,2,0
57.9,0.83,3484.74,13589.3,52,0.074,812.0,1,0,1,0,0
41.5,4.59,2784.14,11415.18,46,0.087,652.0,1,0,0,1,0
57.5,4.85,8274.2,6986.87,49,0.017,518.0,0,1,1,2,0
46.9,0.62,2217.93,48993.33,37,0.581,355.0,2,0,1,1,1
51.4,0.17,7081.83,16679.75,50,0.046,773.0,3,1,1,2,0
31.2,0.13,1858.12,4127.41,34,0.063,717.0,0,1,1,1,0
48.3,1.64,3429.01,2298.26,42,0.016,675.0,1,0,0,3,1
50.7,4.33,6315.16,13496.08,58,0.036,754.0,0,0,1,0,0
35.1,0.72,6137.95,7705.72,63,0.02,753.0,0,0,0,3,0
48.7,0.36,2614.58,2239.38,17,0.048,673.0,0,0,0,2,0
48.8,4.47,4470.65,11917.08,83,0.032,619.0,1,1,1,0,0
35.4,0.78,4153.26,6360.58,13,0.109,600.0,0,1,0,3,1
28.5,8.3,2448.02,13063.78,27,0.191,701.0,0,0,1,1,0
27.8,3.37,4622.88,12059.0,33,0.077,818.0,0,1,1,3,0
43.0,4.42,9176.22,4687.07,31,0.016,638.0,0,1,0,3,0
45.9,10.42,4270.28,14322.12,33,0.099,827.0,0,0,0,4,0
32.5,0.89,4498.49,5176.51,31,0.036,695.0,0,0,1,3,0
42.3,4.09,4768.01,5488.48,40,0.028,696.0,0,1,0,2,0
48.8,2.11,1475.07,5018.85,65,0.052,939.0,1,1,0,3,0
49.4,0.71,4243.41,22423.77,70,0.074,848.0,1,0,1,2,0
60.6,4.51,1883.3,6294.84,33,0.098,851.0,1,0,0,4,0
57.3,0.18,2381.68,27867.01,26,0.433,554.0,0,0,1,2,0
30.0,9.36,10819.1,40341.52,58,0.063,913.0,1,1,1,0,0
62.2,5.73,2866.1,4167.84,10,0.132,640.0,0,1,1,0,0
35.6,19.72,2192.73,584.7,40,0.01,623.0,1,0,1,2,0
54.5,3.08,6210.03,20744.96,23,0.139,391.0,0,1,0,3,1
42.8,12.6,1956.24,5956.42,53,0.056,689.0,1,0,1,6,1
37.1,1.01,2575.81,3716.11,12,0.111,520.0,3,1,1,1,0
20.3,3.77,6548.42,4770.25,70,0.01,699.0,1,1,1,1,0
39.9,3.75,3372.88,5578.46,27,0.059,511.0,0,0,1,2,0
23.3,5.8,1400.0,26042.21,46,0.396,866.0,1,0,0,3,0
53.6,14.54,4443.49,9357.38,50,0.041,716.0,1,0,1,2,0
60.2,7.92,2649.02,25725.52,43,0.221,924.0,0,1,1,3,0
32.4,0.39,7684.18,12642.23,40,0.04,527.0,0,1,1,1,0
45.6,4.18,2360.43,6134.55,26,0.096,836.0,0,0,1,4,0
33.3,1.92,5873.31,5702.61,66,0.014,434.0,0,1,0,4,0
34.5,0.68,8748.47,13432.71,46,0.033,675.0,0,1,1,0,0
51.3,3.27,2063.13,16956.1,22,0.357,574.0,3,0,0,2,1
41.5,2.55,2962.33,19872.92,26,0.248,596.0,0,0,0,1,0
62.9,0.17,4079.56,6403.6,40,0.038,588.0,1,0,1,2,0
36.2,3.96,2055.88,9487.07,71,0.064,540.0,0,0,1,1,0
54.0,0.49,3822.51,13706.65,80,0.044,499.0,1,1,1,0,0
43.2,6.96,2911.12,5735.51,36,0.053,597.0,1,1,1,6,0
51.5,1.5,2879.04,2917.71,36,0.027,664.0,0,0,1,1,0
36.6,4.49,3384.35,3922.0,16,0.068,790.0,0,0,0,2,0
41.4,0.95,3426.16,6522.86,48,0.039,685.0,2,0,1,1,1
40.6,11.49,3605.21,14705.64,24,0.163,790.0,0,0,1,3,0
32.0,0.27,2370.0,25161.74,69,0.152,473.0,1,0,0,4,0
49.9,10.97,2427.59,2391.22,47,0.021,598.0,1,1,0,2,0
49.8,0.99,3086.45,4733.35,23,0.064,735.0,1,1,1,0,0
49.1,0.79,3214.36,5871.84,77,0.023,691.0,0,1,1,1,0
60.4,4.6,2587.98,16568.28,69,0.091,547.0,1,0,1,3,0
59.4,3.95,3936.97,5037.68,29,0.043,762.0,1,0,0,2,0
37.5,15.82,1400.0,5504.06,15,0.246,586.0,0,1,0,0,0
46.5,3.37,2204.47,2273.8,26,0.038,557.0,0,0,1,1,0
34.5,1.17,2824.37,12519.8,35,0.123,708.0,1,0,1,4,0
42.3,4.43,2057.27,7007.53,37,0.09,651.0,2,1,1,1,0
34.8,4.0,8071.21,4497.87,70,0.01,587.0,0,1,0,1,0
61.4,3.99,3328.82,6415.28,81,0.024,583.0,2,1,1,7,1
46.4,17.03,3630.85,22343.62,64,0.095,522.0,1,0,1,3,0
39.4,1.48,2525.57,3280.01,71,0.018,603.0,1,0,1,4,0
56.3,2.75,3266.0,3799.05,15,0.073,782.0,0,0,0,1,0
18.0,8.68,1688.52,25009.9,17,0.823,679.0,0,0,1,0,1
18.0,5.3,3000.7,8674.97,76,0.038,765.0,1,0,0,3,0
51.6,1.15,1967.75,14805.87,53,0.139,712.0,0,1,1,3,0
42.7,7.01,2828.29,11632.72,24,0.165,577.0,0,0,1,1,0
45.0,0.91,1400.0,7849.45,67,0.082,452.0,1,0,1,0,1
26.1,5.43,1771.53,5922.6,19,0.167,539.0,0,1,1,2,1
41.7,9.7,7369.9,17126.84,65,0.035,569.0,2,1,1,1,1
66.0,7.17,5201.59,23065.72,74,0.059,560.0,0,0,1,4,1
51.9,0.1,6805.4,21499.17,44,0.07,768.0,0,1,1,4,0
44.0,3.56,7067.39,2787.99,57,0.01,766.0,0,0,1,3,0
36.7,0.83,4770.2,26223.73,63,0.086,915.0,0,0,0,2,0
37.3,1.95,2568.1,5871.46,74,0.03,558.0,0,0,1,2,0
18.0,6.9,1862.2,4107.1,51,0.042,842.0,0,1,0,0,0
45.1,0.96,6190.12,6957.71,28,0.039,841.0,1,1,0,4,0
52.1,13.23,3413.56,17120.22,21,0.228,622.0,0,1,0,4,0
23.1,0.13,12987.11,13179.5,33,0.03,707.0,1,0,1,1,0
34.1,0.95,2695.11,6439.15,10,0.217,799.0,1,0,0,2,0
28.1,0.26,9750.68,17221.25,60,0.029,643.0,1,0,0,2,1
30.4,3.41,3022.27,9190.03,34,0.087,634.0,0,1,1,1,0
42.6,1.43,6869.36,4838.33,61,0.011,575.0,1,1,1,2,0
18.0,3.51,8376.46,4284.54,10,0.046,367.0,0,1,1,1,1
49.4,10.42,1876.9,11721.87,31,0.195,658.0,0,0,1,4,0
51.0,4.88,2523.12,7523.1,36,0.081,565.0,0,0,1,3,0
39.0,0.24,1866.58,2349.71,12,0.097,521.0,0,0,1,2,1
18.0,0.1,1674.94,17369.05,70,0.146,701.0,0,0,0,3,0
30.0,5.43,4754.69,5259.3,52,0.021,476.0,0,0,1,2,0
56.8,0.52,2956.77,33958.95,71,0.16,747.0,1,0,1,2,0
18.0,3.68,3390.73,2292.3,68,0.01,708.0,0,0,0,4,0
37.8,12.04,4473.52,6886.8,8,0.171,602.0,1,0,1,1,0
27.8,4.08,1400.0,4315.72,73,0.042,642.0,0,1,1,2,0
51.7,6.53,6685.67,3368.15,11,0.042,507.0,1,1,1,3,0
33.9,2.41,2718.94,5228.55,73,0.026,740.0,0,1,1,3,0
46.8,2.49,4415.25,39875.24,58,0.153,672.0,2,0,1,2,1
48.8,0.18,4635.0,9219.1,69,0.028,681.0,1,1,1,3,0
64.0,0.8,7001.91,3973.74,44,0.013,710.0,1,0,0,3,0
39.6,0.23,3109.85,1562.8,18,0.026,573.0,0,0,0,3,0
46.5,1.89,1400.0,1721.19,17,0.068,468.0,1,0,1,1,0
24.2,5.54,3399.62,4999.95,15,0.092,765.0,1,0,0,2,0
56.3,0.69,3678.97,4581.04,68,0.018,733.0,1,1,0,7,0
32.9,8.99,1865.26,6623.34,47,0.074,586.0,0,1,0,1,0
35.3,3.7,3572.85,1048.41,22,0.013,699.0,1,0,1,1,0
41.7,4.53,2701.17,7461.31,15,0.173,801.0,0,1,0,0,0
23.2,8.5,1574.17,20434.03,12,0.999,787.0,0,0,1,2,0
44.7,3.39,4766.26,34911.0,26,0.271,582.0,1,0,1,2,1
53.6,4.56,2416.2,1472.91,64,0.01,471.0,1,1,0,3,0
45.5,3.81,2634.61,3939.25,75,0.02,492.0,1,1,1,5,0
22.9,0.34,2554.42,3756.3,53,0.027,613.0,0,1,1,0,0
40.5,1.03,6499.71,9238.63,83,0.017,825.0,0,0,1,1,0
50.9,7.9,3221.16,2703.24,36,0.023,563.0,0,0,0,2,0
19.5,17.23,3440.96,36828.86,31,0.334,578.0,2,0,1,1,0
29.1,0.88,2585.44,8426.78,60,0.053,576.0,3,0,1,0,0
52.5,2.62,4249.59,7252.98,16,0.1,586.0,0,0,0,1,0
45.2,1.5,6919.68,33977.11,77,0.063,649.0,0,0,1,3,0
46.9,5.21,4704.73,7986.89,66,0.025,496.0,1,0,1,2,0
64.3,3.94,4806.75,11617.56,8,0.269,780.0,1,0,0,0,0
47.6,0.2,4598.23,4122.77,20,0.043,633.0,1,1,0,2,0
49.9,17.2,1542.05,2360.31,54,0.028,947.0,0,0,0,4,0
74.5,12.88,2034.76,4678.23,63,0.036,509.0,1,0,1,2,0
39.4,6.32,2943.21,58004.64,23,0.821,841.0,0,1,1,0,1
32.4,3.88,2210.06,14324.39,64,0.1,817.0,0,1,0,4,0
47.1,1.7,1834.46,10374.24,42,0.132,601.0,1,0,1,3,0
47.3,2.53,1400.0,3365.27,58,0.041,603.0,0,0,0,2,0
35.7,2.0,1570.91,18400.36,39,0.293,539.0,1,0,1,4,0
29.6,2.55,2860.96,2387.68,41,0.02,541.0,0,1,0,1,0
69.7,0.37,3171.04,1977.62,36,0.017,650.0,0,0,1,1,0
45.9,9.37,2129.88,4900.05,18,0.121,652.0,1,0,0,1,0
33.2,4.29,3440.63,47053.56,20,0.651,458.0,0,1,1,1,0
53.0,2.87,2595.13,44716.81,19,0.862,925.0,0,1,0,3,0
40.7,6.04,6001.8,5398.56,68,0.013,619.0,0,0,1,2,0
39.0,6.12,3014.25,4417.02,39,0.037,658.0,1,0,1,2,1
48.7,0.14,4831.84,1851.36,35,0.011,575.0,1,0,1,1,0
26.5,0.86,3684.05,8692.6,72,0.032,618.0,1,0,1,5,0
46.2,3.29,1523.65,9375.09,75,0.081,607.0,2,0,1,6,0
65.0,8.44,3134.23,16491.5,24,0.21,650.0,0,1,1,2,0
47.6,8.83,1669.71,18391.37,33,0.324,648.0,3,1,0,1,0
37.5,1.85,3104.27,6783.99,38,0.056,747.0,0,1,0,0,0
35.9,6.99,2186.76,13365.41,71,0.085,677.0,0,1,0,3,0
37.1,0.11,4064.64,4313.16,58,0.018,735.0,1,0,1,3,0
39.0,5.93,1574.52,13138.97,48,0.17,649.0,0,0,1,0,0
37.5,2.97,3321.22,5133.23,24,0.062,678.0,1,1,1,3,1
53.0,1.6,4513.5,12252.84,36,0.073,621.0,1,0,1,3,0
21.2,3.91,5427.19,11391.82,8,0.233,770.0,1,0,0,2,0
52.3,4.51,2163.99,8620.71,60,0.065,689.0,1,0,0,2,0
37.4,14.01,3326.79,16565.64,77,0.064,631.0,0,1,1,2,0
46.5,17.13,3645.62,1971.68,67,0.01,627.0,0,0,1,2,0
28.5,2.81,7714.98,3107.5,30,0.013,637.0,1,0,1,3,0
57.9,8.67,1458.65,6354.68,43,0.099,654.0,0,0,1,3,0
56.9,2.54,1995.99,2210.7,80,0.014,643.0,1,1,1,2,1
53.5,4.81,15405.11,5618.51,39,0.01,583.0,0,0,1,3,0
23.8,1.21,2835.0,5783.9,71,0.028,742.0,0,0,1,2,0
51.9,0.77,1400.0,26336.61,51,0.362,749.0,0,1,1,2,0
46.9,3.85,2391.31,9212.17,44,0.086,864.0,0,1,0,4,0
22.7,1.95,1400.0,20465.31,51,0.281,578.0,0,0,0,4,0
41.7,1.73,3761.25,10630.76,23,0.118,730.0,0,0,1,1,0
46.4,0.32,5142.95,5003.53,39,0.024,421.0,0,1,1,3,1
48.7,0.66,1995.37,9139.36,29,0.153,749.0,1,0,1,3,0
44.1,5.48,2543.01,15622.75,65,0.093,475.0,0,1,0,2,0
45.5,5.45,5475.34,23719.7,53,0.08,532.0,0,1,1,1,1
59.7,3.14,1400.0,7193.41,37,0.135,690.0,1,1,0,4,0
56.7,4.28,1592.62,1839.48,70,0.016,575.0,1,0,1,4,0
18.0,0.25,2906.01,1726.72,41,0.014,559.0,0,0,0,3,0
38.2,8.4,2178.12,6040.42,80,0.034,592.0,0,0,1,2,0
40.0,4.25,2802.8,988.2,53,0.01,738.0,1,0,1,2,0
21.0,5.68,1644.08,40765.61,75,0.326,538.0,0,0,1,1,0
43.1,0.9,3706.61,13866.62,82,0.045,644.0,0,0,1,1,0
57.0,5.22,3034.86,4572.89,31,0.047,605.0,1,0,1,0,0
29.0,5.32,4456.21,2984.89,26,0.025,748.0,1,1,0,4,0
46.0,1.97,3678.35,20441.19,71,0.077,752.0,0,0,0,0,0
31.0,17.24,3691.1,2974.19,24,0.032,430.0,0,0,0,1,0
33.9,1.98,1487.02,3240.87,64,0.034,775.0,1,0,0,1,0
59.7,11.0,4319.63,4066.95,19,0.047,577.0,0,1,1,3,0
35.5,8.39,2746.34,8979.31,73,0.044,678.0,1,0,0,2,0
47.5,11.61,3006.02,14167.67,59,0.079,537.0,0,1,0,2,0
19.5,2.89,5863.75,23704.14,46,0.086,695.0,0,0,1,2,0
64.3,1.07,2217.89,20753.58,41,0.223,956.0,1,0,0,5,0
49.2,0.89,6926.79,8108.73,55,0.021,665.0,2,1,0,2,1
39.8,6.76,7291.48,20301.9,36,0.075,595.0,0,0,0,1,0
48.9,3.71,4984.22,4429.76,37,0.023,622.0,3,1,0,0,0
25.1,2.97,1921.11,1573.76,21,0.037,474.0,1,1,1,0,0
56.2,2.69,1400.0,4429.23,18,0.167,824.0,1,0,0,6,0
38.1,0.19,5963.18,3922.03,75,0.01,688.0,1,0,1,5,0
39.6,2.1,3502.6,4588.06,64,0.02,524.0,2,1,0,2,0
36.1,12.71,2186.68,3417.15,40,0.038,528.0,0,1,0,2,0
35.0,4.86,6282.1,5350.8,70,0.012,652.0,0,1,1,1,0
50.3,1.19,2051.12,14157.72,53,0.128,762.0,0,0,1,0,0
45.1,8.74,2608.98,37938.87,52,0.274,512.0,1,0,0,1,0
49.8,5.52,4397.05,1715.03,14,0.026,784.0,3,1,1,0,0
41.9,15.26,1785.62,2542.85,47,0.03,639.0,1,1,1,0,0
48.2,1.62,3101.95,3974.68,14,0.085,538.0,0,0,1,2,0
37.0,1.22,5997.06,16141.8,59,0.045,594.0,0,0,0,1,0
68.8,10.97,3700.08,6738.19,11,0.152,860.0,1,1,1,0,0
23.2,2.59,6542.56,4223.0,46,0.014,483.0,0,0,1,1,0
57.1,2.06,6145.54,15445.3,34,0.072,562.0,1,1,0,3,0
58.4,5.85,3308.52,19163.28,16,0.341,764.0,1,0,1,4,0
31.8,2.2,1400.0,7967.42,42,0.132,676.0,1,0,0,3,0
68.8,1.16,1793.32,3887.04,21,0.099,555.0,2,0,1,2,0
53.9,6.31,5013.22,10334.59,25,0.079,766.0,0,0,1,1,0
53.7,4.11,1404.39,6568.62,75,0.062,771.0,1,0,0,1,0
42.3,0.77,2752.65,6522.99,33,0.07,690.0,1,0,1,2,0
39.4,6.08,3968.58,5109.41,37,0.034,577.0,1,0,0,2,1
39.5,0.82,7392.82,18629.19,6,0.36,595.0,1,0,1,1,0
46.7,0.23,2401.24,10146.58,29,0.141,684.0,0,1,0,5,1
58.8,4.91,2312.49,20581.15,33,0.262,493.0,0,0,1,1,0
44.2,1.22,3200.8,26975.75,62,0.134,809.0,3,0,0,1,0
31.1,4.31,3995.81,12247.57,15,0.192,854.0,1,1,1,2,0
51.9,31.74,3026.51,5136.72,78,0.021,622.0,1,0,0,1,0
53.1,15.03,5866.99,20667.0,16,0.207,693.0,0,0,1,4,0
49.9,1.35,2122.76,12321.47,56,0.102,792.0,2,1,0,4,0
50.9,1.78,3519.55,84375.39,6,1.5,885.0,0,0,1,1,0
38.7,5.92,4208.52,10711.71,69,0.036,837.0,1,0,1,5,0
30.9,0.1,2643.53,15182.81,60,0.094,442.0,0,1,0,2,0
31.6,4.34,5228.29,10523.66,71,0.028,612.0,1,1,1,1,0
22.4,1.54,3575.74,7411.67,78,0.026,710.0,0,1,0,1,0
44.8,4.96,5084.06,6419.45,71,0.018,591.0,1,0,0,1,1
41.0,5.69,3665.64,10559.9,54,0.052,864.0,1,1,1,0,0
36.7,5.43,4052.23,12952.68,71,0.044,846.0,1,0,0,0,0
18.0,0.24,2326.65,22901.3,13,0.703,552.0,2,0,1,2,1
27.0,0.67,2328.72,10699.64,56,0.081,631.0,1,0,0,0,0
55.5,10.23,6460.22,5342.24,83,0.01,560.0,0,1,1,1,0
34.0,0.75,4672.88,6038.02,35,0.036,627.0,4,0,1,1,0
46.3,3.19,1876.89,2463.55,82,0.016,623.0,0,1,0,3,0
25.3,9.11,3639.04,36137.72,45,0.216,765.0,0,1,0,1,0
59.3,0.11,1400.0,4978.8,42,0.083,543.0,0,0,0,3,0
40.3,1.07,2402.66,19354.81,29,0.269,336.0,1,0,0,3,1
45.5,5.4,5589.05,10393.08,14,0.124,457.0,1,1,1,2,0
69.9,0.66,3075.34,10650.46,74,0.046,527.0,0,0,1,3,0
60.2,4.03,3515.2,7290.28,62,0.033,571.0,1,1,1,4,0
38.3,8.94,1400.0,3987.74,37,0.075,672.0,1,0,0,1,0
34.9,4.43,2655.16,3389.09,80,0.016,520.0,1,0,1,4,1
38.1,9.81,3968.13,38392.56,20,0.461,505.0,1,0,0,4,0
48.1,1.81,4255.25,8978.29,66,0.031,538.0,1,0,1,2,1
40.7,6.36,5593.14,22308.9,41,0.095,516.0,0,1,1,1,0
37.3,9.43,2934.69,28181.37,54,0.175,583.0,1,0,0,1,0
59.6,1.6,3007.57,5598.41,8,0.207,578.0,2,0,1,2,1
40.6,9.4,1583.41,11862.71,53,0.139,733.0,1,1,1,4,1
69.6,0.5,2943.97,8438.08,58,0.049,531.0,0,1,1,1,0
43.1,4.27,1646.05,2859.8,82,0.021,607.0,0,0,0,3,0
63.4,0.84,1400.0,6857.29,32,0.148,585.0,1,1,1,1,0
46.3,6.1,1813.75,13749.48,11,0.632,747.0,0,0,1,1,0
53.6,3.88,7553.58,5171.27,10,0.062,631.0,0,1,1,0,0
